postid,lang,postyear,postdatetime,pageid,article_firstedit_ever_revid,article_firstedit_ever_date,article_firstedit_ever_timestamp,article_firstedit_ever_size,totaledits_byall,totaledits_byregistered,unique_all_editors,unique_registered_editors,total_size_added,sizeadded_byregistered,firstedit_revid,firstedit_timestamp,endfirstday_revid,endfirstweek_revid,firstmonth_revid,topic,category,updated_topic
3175,en,2018,1/7/18,51573416,738837711,9/11/16,2016-09-11T10:19:37Z,5609,112,94,27,19,9915,8621,819210752,1/8/18 2:41,819365839,820261954,823715929,4,Society and social science,3
3175,es,2018,1/7/18,8702996,111556238,10/26/18,2018-10-26T03:37:35Z,1964,0,0,0,0,0,0,0,0,0,0,0,4,Society and social science,3
3177,en,2018,1/7/18,2834347,24757829,10/4/05,2005-10-04T21:12:05Z,3181,216,184,44,24,15067,16023,819084885,1/7/18 9:28,819187077,820263099,824151081,5,Person,2
3177,ar,2018,1/7/18,4778439,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
3180,en,2018,1/5/18,753161,4292057,6/25/04,2004-06-25T16:55:10Z,150,164,86,74,42,3382,2319,818872501,1/6/18 2:47,819026107,819897672,822955302,5,Person,2
3180,es,2018,1/5/18,8299303,104805635,1/10/18,2018-01-10T01:09:35Z,1425,14,7,7,6,186,353,104805635,1/10/18 1:09,104819843,104833880,104833880,5,Person,2
3186,en,2018,1/2/18,327673,1484328,9/26/03,2003-09-26T15:51:56Z,1415,91,68,51,33,3238,1164,818386760,1/3/18 6:54,818504845,819122944,822502109,5,Person,2
3186,zh,2018,1/2/18,1471930,15032346,11/26/10,2010-11-26T18:55:20Z,131,10,8,8,6,939,944,47652507,1/3/18 17:25,47652507,47693355,47809769,5,Person,2
3186,es,2018,1/2/18,1458029,14863563,2/4/08,2008-02-04T19:13:09Z,240,40,21,29,13,841,727,104649222,1/3/18 7:18,104655684,104772438,105283090,5,Person,2
3187,en,2018,1/2/18,38521201,538273063,2/14/13,2013-02-14T19:20:53Z,2465,53,29,21,13,1886,3520,818223926,1/2/18 9:15,818322805,818549534,821192429,5,Person,2
3187,ar,2018,1/2/18,4090416,26476892,1/3/18,2018-01-03T18:08:01Z,2945,23,23,4,3,829,829,26476892,1/3/18 18:08,26480852,26508035,26641907,5,Person,2
3188,en,2018,1/1/18,56188984,818128327,1/1/18,2018-01-01T19:30:43Z,3916,41,38,12,10,3680,3608,818128327,1/1/18 19:30,818142047,818628243,822937088,5,Person,2
3188,es,2018,1/1/18,7849005,97853893,3/26/17,2017-03-26T07:09:37Z,753,68,63,15,10,16223,16121,104610388,1/1/18 13:31,104618999,104723955,105238790,5,Person,2
3191,en,2018,2/27/18,2327190,19786036,7/28/05,2005-07-28T14:39:16Z,568,48,40,20,14,4087,4050,827978055,2/27/18 21:13,827991719,828916587,830804814,5,Person,2
3191,ar,2018,2/27/18,127550,512069,1/27/07,2007-01-27T12:51:38Z,727,5,5,2,1,-21,-21,27551593,2/27/18 21:24,27551593,27554619,27739056,5,Person,2
3191,zh,2018,2/27/18,5620610,43679067,3/19/17,2017-03-19T20:32:46Z,2219,4,4,1,0,209,209,48480366,2/28/18 10:47,48480555,48480555,48480555,5,Person,2
3191,es,2018,2/27/18,78173,311939,10/25/04,2004-10-25T21:58:30Z,401,123,94,48,22,3637,2921,105873382,2/27/18 21:07,105876312,106036442,106247335,5,Person,2
3192,en,2018,2/26/18,6697165,71954921,8/26/06,2006-08-26T05:49:00Z,2830,66,62,26,23,7704,7689,827761184,2/26/18 15:51,827817128,828866059,831892393,5,Person,2
3192,zh,2018,2/26/18,3334773,24910694,2/7/13,2013-02-07T14:06:48Z,3913,15,13,10,8,342,343,48452242,2/26/18 6:27,48459595,48501190,48794890,5,Person,2
3193,en,2018,2/25/18,56685304,827613948,2/25/18,2018-02-25T19:11:56Z,1899,271,237,52,36,19088,34724,827613948,2/25/18 19:11,827651300,828783511,832480426,3,Science and nature,1
3193,ar,2018,2/25/18,4253177,27568208,3/1/18,2018-03-01T22:15:08Z,1578,15,15,5,4,847,847,27568208,3/1/18 22:15,27568430,27630213,27772615,3,Science and nature,1
3193,zh,2018,2/25/18,6065385,48454809,2/26/18,2018-02-26T11:06:59Z,842,69,66,10,8,15390,15368,48454809,2/26/18 11:06,48457305,48500696,48797169,3,Science and nature,1
3193,es,2018,2/25/18,8373072,105839599,2/26/18,2018-02-26T14:19:56Z,889,26,22,9,7,5481,5472,105839599,2/26/18 14:19,105839753,105954594,106319769,3,Science and nature,1
3195,en,2018,2/24/18,3737665,35375693,1/16/06,2006-01-16T07:57:03Z,391,179,142,37,22,2005,1379,827486350,2/25/18 0:16,827655910,828646566,832358312,5,Person,2
3195,es,2018,2/24/18,8372883,105836658,2/26/18,2018-02-26T11:03:50Z,2298,33,31,6,4,12883,12859,105836658,2/26/18 11:03,105850241,105907580,106306150,5,Person,2
3196,en,2018,2/24/18,40009644,564915507,7/19/13,2013-07-19T12:23:40Z,610,38,36,11,9,1848,1812,827457203,2/24/18 20:57,827483218,827924822,827924822,5,Person,2
3196,zh,2018,2/24/18,1466282,14959723,11/18/10,2010-11-18T10:41:10Z,1128,21,11,12,6,2437,95,48436736,2/24/18 22:53,48436753,48524707,48794848,5,Person,2
3197,en,2018,2/24/18,2386530,20355265,8/5/05,2005-08-05T19:03:50Z,1004,150,129,79,60,5199,4707,827409629,2/24/18 16:03,827481622,828598155,831886013,5,Person,2
3197,ar,2018,2/24/18,5008187,31484962,11/14/18,2018-11-14T14:46:31Z,2559,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
3197,es,2018,2/24/18,8371892,105821146,2/25/18,2018-02-25T19:34:17Z,9885,17,14,11,8,-656,-669,105821146,2/25/18 19:34,105826276,105972518,106319703,5,Person,2
3199,en,2018,2/22/18,30864794,14238826,5/25/05,2005-05-25T23:47:01Z,938,18,14,11,8,1242,807,827143548,2/23/18 0:54,827226982,828000072,828875147,5,Person,2
3199,ar,2018,2/22/18,733645,4272900,11/7/09,2009-11-07T16:29:04Z,1264,4,4,2,1,48,48,27508207,2/23/18 7:09,27508208,27508208,27768862,5,Person,2
3199,zh,2018,2/22/18,580346,4590420,7/7/07,2007-07-07T14:18:49Z,855,3,3,3,2,-21,-21,48450260,2/26/18 2:57,48455274,48455274,48794817,5,Person,2
3199,es,2018,2/22/18,613527,5431439,11/4/06,2006-11-04T12:19:04Z,1601,8,7,5,4,91,90,105784731,2/23/18 22:10,105784858,105889681,105889681,5,Person,2
3200,en,2018,2/21/18,690865,336007775,9/14/01,2001-09-14T22:16:04Z,393,697,633,225,181,25436,218044,826871604,2/21/18 13:15,826960805,828029690,832079570,5,Person,2
3200,ar,2018,2/21/18,1269163,8386764,4/9/12,2012-04-09T19:09:29Z,2059,8,8,4,3,135,135,27495938,2/21/18 15:39,27499844,27540812,27702128,5,Person,2
3200,zh,2018,2/21/18,263774,1763903,4/7/06,2006-04-07T15:08:47Z,16818,39,32,23,17,-2137,-2213,48389860,2/21/18 13:27,48393032,48448534,48570390,5,Person,2
3200,es,2018,2/21/18,135031,682341,5/18/05,2005-05-18T23:28:32Z,2407,53,41,21,14,-682,-5433,105731354,2/21/18 13:37,105743128,105843681,106170854,5,Person,2
3201,en,2018,2/19/18,3310524,30021228,12/3/05,2005-12-03T15:52:03Z,2304,36,34,20,18,2122,2124,826569579,2/19/18 21:41,826579328,827551165,827551165,5,Person,2
3201,ar,2018,2/19/18,3947463,25549558,11/11/17,2017-11-11T22:45:59Z,4663,7,7,2,1,-525,-525,27486162,2/20/18 6:36,27486182,27502241,27703798,5,Person,2
3201,es,2018,2/19/18,5322702,58359683,7/29/12,2012-07-29T21:30:27Z,3931,8,8,5,4,4,4,105700198,2/20/18 0:38,105712203,105792722,105792722,5,Person,2
3204,en,2018,2/18/18,55778477,809963426,11/12/17,2017-11-12T16:33:38Z,1400,106,85,50,37,3107,48211,826346603,2/18/18 16:50,826412535,827383605,830965901,2,Art and culture,4
3204,zh,2018,2/18/18,6012828,47755343,1/9/18,2018-01-09T13:20:43Z,1214,22,20,8,6,5332,5281,48339613,2/18/18 3:22,48339613,48416382,48628147,2,Art and culture,4
3204,es,2018,2/18/18,8298132,104794050,1/9/18,2018-01-09T15:37:43Z,10887,3,3,1,0,739,739,105685873,2/19/18 12:16,105686840,105702071,105702071,2,Art and culture,4
3205,en,2018,2/18/18,56619435,826290417,2/18/18,2018-02-18T08:46:31Z,404,441,345,152,100,12558,64991,826290417,2/18/18 8:46,826413088,827531779,831123527,0,Society and social science,5
3205,ar,2018,2/18/18,4239487,27472988,2/18/18,2018-02-18T15:48:05Z,1249,35,35,11,10,15206,15206,27472988,2/18/18 15:48,27476386,27486686,27748293,0,Society and social science,5
3205,zh,2018,2/18/18,6058081,48349779,2/18/18,2018-02-18T14:35:17Z,601,51,49,11,10,7603,7575,48349779,2/18/18 14:35,48352456,48428479,48428479,0,Society and social science,5
3205,es,2018,2/18/18,8361757,105661803,2/18/18,2018-02-18T09:11:09Z,2613,38,10,10,8,3904,651,105661803,2/18/18 9:11,105676668,105780451,106319026,0,Society and social science,5
3206,en,2018,2/16/18,38965776,547857816,3/30/13,2013-03-30T18:56:02Z,3632,43,32,22,15,1431,1386,825998545,2/16/18 16:46,826056910,827059435,829731497,5,Person,2
3206,ar,2018,2/16/18,2951190,17456691,11/12/15,2015-11-12T09:26:25Z,783,5,5,3,2,368,368,27461832,2/17/18 11:06,27466528,27466528,27702449,5,Person,2
3208,en,2018,2/14/18,1103138,7034621,10/25/04,2004-10-25T21:29:57Z,3914,164,164,52,51,39455,39455,825593837,2/14/18 8:04,825714424,826733521,830780017,5,Person,2
3208,ar,2018,2/14/18,296755,1455290,2/11/08,2008-02-11T21:16:03Z,1661,3,3,2,1,22,22,27443474,2/15/18 11:47,27443484,27460719,27460719,5,Person,2
3208,zh,2018,2/14/18,677243,5831212,12/19/07,2007-12-19T13:05:28Z,529,12,7,8,5,645,644,48300211,2/14/18 23:03,48300211,48313276,48484754,5,Person,2
3208,es,2018,2/14/18,1369720,13693219,12/20/07,2007-12-20T00:25:08Z,970,11,9,8,7,640,571,105592265,2/14/18 21:11,105595545,105717402,105717402,5,Person,2
3209,en,2018,2/13/18,40026821,565149597,7/21/13,2013-07-21T05:58:26Z,2673,57,30,36,19,1205,831,825467106,2/13/18 15:47,825528958,826441804,827021566,5,Person,2
3209,es,2018,2/13/18,6240572,73434660,3/27/14,2014-03-27T06:55:59Z,2790,15,13,12,10,-896,-1084,105566959,2/13/18 18:11,105570680,105683641,106018429,5,Person,2
3211,en,2018,2/12/18,53713377,774272643,4/7/17,2017-04-07T10:22:43Z,4684,10,6,7,5,134,14,825287757,2/12/18 15:13,825302507,826438416,826574107,-1,None,6
3211,ar,2018,2/12/18,317130,1577784,3/23/08,2008-03-23T22:21:39Z,1302,9,8,6,5,-591,-758,27401457,2/12/18 13:14,27406853,27406853,27702223,-1,None,6
3214,en,2018,2/12/18,56572576,825380355,2/13/18,2018-02-13T02:04:22Z,1603,49,49,7,6,4140,4140,825380355,2/13/18 2:04,825508663,825879786,825879786,5,Person,2
3214,zh,2018,2/12/18,360111,2465277,8/22/06,2006-08-22T07:32:56Z,1707,17,8,9,4,4945,3387,48263186,2/12/18 11:34,48263422,48307396,48525038,5,Person,2
3217,en,2018,2/11/18,56556381,825093853,2/11/18,2018-02-11T12:57:40Z,2204,667,553,192,131,20739,22274,825093853,2/11/18 12:57,825187394,826319143,830176226,0,Society and social science,5
3217,ar,2018,2/11/18,4229977,27395310,2/11/18,2018-02-11T21:10:57Z,1057,36,33,16,13,14543,15330,27395310,2/11/18 21:10,27396496,27475202,27631608,0,Society and social science,5
3217,zh,2018,2/11/18,6050378,48249442,2/11/18,2018-02-11T13:08:37Z,206,170,167,18,16,16528,16425,48249442,2/11/18 13:08,48253759,48318321,48541624,0,Society and social science,5
3217,es,2018,2/11/18,8351462,105518446,2/11/18,2018-02-11T12:53:46Z,1470,84,26,15,9,20351,13375,105518446,2/11/18 12:53,105530382,105630578,106145341,0,Society and social science,5
3218,en,2018,2/11/18,994610,5955476,9/17/04,2004-09-17T23:08:32Z,838,98,80,51,36,13004,12627,825071121,2/11/18 9:03,825174930,825952256,830210389,5,Person,2
3218,zh,2018,2/11/18,6133078,49352527,4/29/18,2018-04-29T08:39:55Z,3628,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
3218,es,2018,2/11/18,8358829,105618770,2/16/18,2018-02-16T01:17:00Z,8889,7,7,6,5,-19,-19,105618770,2/16/18 1:17,105629506,105647380,105647380,5,Person,2
3219,en,2018,2/10/18,1547719,10611374,2/26/05,2005-02-26T18:52:17Z,150,111,91,56,41,8961,9001,824963001,2/10/18 17:25,825010561,826145607,829825407,5,Person,2
3219,zh,2018,2/10/18,6050265,48247796,2/11/18,2018-02-11T11:24:49Z,1962,15,15,3,2,1663,1663,48247796,2/11/18 11:24,48248337,48263593,48263593,5,Person,2
3219,es,2018,2/10/18,7636246,94617273,10/28/16,2016-10-28T12:32:36Z,940,24,18,14,10,1641,1471,105503109,2/10/18 17:28,105507046,105643050,106164942,5,Person,2
3220,en,2018,2/10/18,56554853,825065986,2/11/18,2018-02-11T08:08:04Z,1176,157,127,52,40,16617,31319,825065986,2/11/18 8:08,825154086,826166435,829891668,0,Other,5
3220,zh,2018,2/10/18,6049479,48235168,2/10/18,2018-02-10T13:32:05Z,177,484,353,92,46,63389,45312,48235168,2/10/18 13:32,48240450,48331512,48645342,0,Other,5
3221,en,2018,2/9/18,1004429,6036966,9/21/04,2004-09-21T10:45:58Z,388,103,87,36,22,12839,12380,824858612,2/9/18 23:09,824863888,825593561,827806477,5,Person,2
3221,ar,2018,2/9/18,4227939,27370168,2/10/18,2018-02-10T00:43:24Z,7263,10,9,6,5,167,80,27370168,2/10/18 0:43,27379858,27450749,27559352,5,Person,2
3221,zh,2018,2/9/18,943911,8839899,12/19/08,2008-12-19T17:43:20Z,9687,12,12,6,5,751,751,48228756,2/10/18 3:47,48237343,48318759,48318759,5,Person,2
3221,es,2018,2/9/18,4840325,49530105,9/5/11,2011-09-05T03:21:20Z,2421,30,23,12,8,1637,365,105491045,2/9/18 23:35,105491045,105599032,105643064,5,Person,2
3222,en,2018,2/9/18,961505,5682416,9/6/04,2004-09-06T00:58:35Z,908,807,565,362,207,38741,290969,824706712,2/9/18 0:12,824863828,825861591,829978457,2,Sports,4
3222,ar,2018,2/9/18,894550,5508693,7/14/10,2010-07-14T14:12:48Z,1194,8,8,5,4,4351,4351,27355773,2/9/18 6:45,27355773,27391390,27512637,2,Sports,4
3222,zh,2018,2/9/18,321679,2205959,7/5/06,2006-07-05T07:10:38Z,2710,156,113,57,33,34710,29614,48216964,2/9/18 6:13,48224365,48310426,48592490,2,Sports,4
3222,es,2018,2/9/18,1054405,6098698,12/18/06,2006-12-18T21:30:09Z,2536,157,95,82,32,7793,8185,105477047,2/9/18 7:40,105486715,105620247,105984258,2,Sports,4
3224,en,2018,2/6/18,42363,25453,3/1/02,2002-03-01T14:37:20Z,282,139,126,54,45,10208,10725,824529248,2/7/18 22:02,824542636,825214783,828647772,5,Person,2
3224,ar,2018,2/6/18,3738458,23960019,7/26/17,2017-07-26T23:36:28Z,2265,4,4,3,2,-126,-126,27333135,2/7/18 23:32,27333207,27362519,27450715,5,Person,2
3224,zh,2018,2/6/18,5942856,46804812,11/1/17,2017-11-01T15:55:22Z,3067,11,11,9,8,202,202,48199028,2/8/18 1:46,48208046,48256986,48440258,5,Person,2
3224,es,2018,2/6/18,121449,574826,4/11/05,2005-04-11T17:51:57Z,545,12,12,4,3,359,359,105449683,2/7/18 22:55,105449813,105536715,105536715,5,Person,2
3225,en,2018,2/6/18,56515935,824351960,2/6/18,2018-02-06T20:58:53Z,817,182,143,66,40,10153,9430,824351960,2/6/18 20:58,824363261,825443979,828420474,3,Science and nature,1
3225,ar,2018,2/6/18,4229108,27383620,2/10/18,2018-02-10T21:21:47Z,1773,18,18,6,5,4749,4749,27383620,2/10/18 21:21,27383645,27457730,27473617,3,Science and nature,1
3225,zh,2018,2/6/18,6043779,48154884,2/4/18,2018-02-04T14:39:30Z,1528,1081,892,152,91,110085,92757,48173543,2/6/18 4:34,48184665,48271605,48560779,3,Science and nature,1
3225,es,2018,2/6/18,8344897,105428411,2/6/18,2018-02-06T23:01:31Z,2802,31,31,7,6,3640,3640,105428411,2/6/18 23:01,105428428,105513617,105660032,3,Science and nature,1
3227,en,2018,2/6/18,7159103,77862035,9/26/06,2006-09-26T06:45:07Z,303,93,87,26,21,2833,3040,824233376,2/6/18 3:05,824357414,825267113,829188567,5,Person,2
3227,zh,2018,2/6/18,176288,1127251,10/23/05,2005-10-23T17:39:38Z,1186,40,29,22,15,4582,2485,48171768,2/6/18 1:15,48183369,48268297,48474127,5,Person,2
3227,es,2018,2/6/18,8345527,105437673,2/7/18,2018-02-07T12:31:36Z,1475,8,7,7,6,270,270,105437673,2/7/18 12:31,105440847,105558693,105643326,5,Person,2
3228,en,2018,2/6/18,31406060,422552507,4/5/11,2011-04-05T18:11:01Z,22,413,321,206,135,6664,153461,824238200,2/6/18 3:47,824377241,825362142,829223166,3,Science and nature,1
3228,ar,2018,2/6/18,3059300,18231047,2/3/16,2016-02-03T12:36:23Z,3658,3,3,3,2,272,272,27324256,2/7/18 19:34,27324256,27324256,27561330,3,Science and nature,1
3228,zh,2018,2/6/18,5402539,40966563,7/30/16,2016-07-30T03:08:59Z,11274,26,22,17,14,2917,2947,48181320,2/6/18 14:30,48184616,48256189,48467229,3,Science and nature,1
3228,es,2018,2/6/18,6864323,82030635,4/25/15,2015-04-25T20:11:52Z,26,48,32,20,14,1967,1462,105409330,2/6/18 1:45,105428477,105552491,105569528,3,Science and nature,1
3229,en,2018,2/5/18,726602,4314609,6/15/04,2004-06-15T03:01:26Z,308,65,52,29,22,7810,11300,824280438,2/6/18 12:05,824338067,825343464,828992277,5,Person,2
3229,zh,2018,2/5/18,1685675,17938604,10/4/11,2011-10-04T18:44:24Z,7049,10,9,7,6,-92,-84,48205100,2/8/18 9:30,48208204,48234209,48344316,5,Person,2
3231,en,2018,2/4/18,40148429,567066197,8/4/13,2013-08-04T03:25:58Z,1504,635,579,214,178,62408,59408,823877864,2/4/18 0:08,824042285,825002991,828834147,6,Sports,1
3231,es,2018,2/4/18,7289752,89084823,2/11/16,2016-02-11T17:47:40Z,4486,49,25,25,14,1014,240,105380309,2/4/18 20:37,105383952,105484711,105778699,6,Sports,1
3232,en,2018,2/4/18,554999,3145942,3/26/04,2004-03-26T20:03:30Z,1157,15,9,11,6,1763,1060,823962276,2/4/18 14:08,824015986,824450029,824450029,5,Person,2
3232,ar,2018,2/4/18,3176781,19710880,5/22/16,2016-05-22T15:48:23Z,1177,2,2,2,1,31,31,27259307,2/5/18 7:01,27259749,27259749,27259749,5,Person,2
3234,en,2018,2/1/18,5565801,58669379,6/14/06,2006-06-14T23:30:14Z,488,61,49,39,29,384,243,823884980,2/4/18 0:49,824040813,825019463,825091835,6,None,1
3234,es,2018,2/1/18,2978911,30515493,10/12/09,2009-10-12T15:37:48Z,1746,0,0,0,0,0,0,0,0,0,0,0,6,None,1
3236,en,2018,2/1/18,56470856,823526490,2/1/18,2018-02-01T20:04:23Z,1791,83,71,22,16,5447,5017,823526490,2/1/18 20:04,823552522,824664313,827477724,5,Person,2
3236,zh,2018,2/1/18,6040626,48107482,2/1/18,2018-02-01T09:48:15Z,2786,71,71,6,5,18158,18158,48107482,2/1/18 9:48,48114303,48180994,48419866,5,Person,2
3238,en,2018,3/31/18,46845103,664724488,5/30/15,2015-05-30T16:18:25Z,843,45,41,15,12,2464,2520,833486766,3/31/18 21:22,833486766,834200006,834200006,5,Person,2
3238,es,2018,3/31/18,5921178,68490163,7/20/13,2013-07-20T18:25:45Z,5991,12,10,11,9,334,323,106621139,3/31/18 19:02,106624551,106748886,107094479,5,Person,2
3243,en,2018,3/28/18,56974521,833078174,3/29/18,2018-03-29T15:15:40Z,3707,85,83,31,29,6514,6519,833078174,3/29/18 15:15,833146277,834148824,837625638,-1,Other,6
3243,es,2018,3/28/18,8424804,106572482,3/29/18,2018-03-29T05:46:09Z,2340,66,65,16,15,9923,9974,106572482,3/29/18 5:46,106582513,106682513,107339570,-1,Other,6
3245,en,2018,3/28/18,3265754,29508501,11/28/05,2005-11-28T18:56:34Z,378,37,34,15,12,5112,5074,832850571,3/28/18 10:01,832966334,833281097,834512724,5,Person,2
3245,ar,2018,3/28/18,4859282,30611942,9/19/18,2018-09-19T01:43:33Z,1718,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
3249,en,2018,3/26/18,11524039,134861329,5/31/07,2007-05-31T17:46:56Z,3615,69,50,33,23,3154,2384,832487163,3/26/18 9:36,832561933,833257458,835133480,5,Person,2
3249,es,2018,3/26/18,1003824,9446002,6/14/07,2007-06-14T04:46:00Z,1254,15,12,10,8,-102,-83,106512331,3/26/18 16:50,106516936,106626230,106626230,5,Person,2
3251,en,2018,3/26/18,56823699,830130636,3/12/18,2018-03-12T22:54:08Z,20703,637,599,157,130,20772,23755,832461038,3/26/18 4:08,832604418,833729547,838027921,5,Other,2
3251,zh,2018,3/26/18,6102381,48945703,4/2/18,2018-04-02T13:50:53Z,1277,18,18,4,3,22176,22176,48945703,4/2/18 13:50,48946897,49046669,49046669,5,Other,2
3252,en,2018,3/26/18,56941892,832427595,3/25/18,2018-03-25T23:27:18Z,300,254,195,124,87,12986,12562,832433020,3/26/18 0:14,832604419,833641511,837717354,5,Other,2
3252,zh,2018,3/26/18,6094036,48846465,3/27/18,2018-03-27T03:41:03Z,2535,13,13,5,4,2580,2580,48846465,3/27/18 3:41,48855430,48928171,48928171,5,Other,2
3252,es,2018,3/26/18,8422132,106526190,3/27/18,2018-03-27T05:24:19Z,4785,15,15,6,5,2535,2535,106526190,3/27/18 5:24,106529745,106600264,106724703,5,Other,2
3256,en,2018,3/24/18,56932643,832264271,3/24/18,2018-03-24T21:43:47Z,44,204,157,70,47,13550,12717,832264271,3/24/18 21:43,832276744,833444727,837704350,5,Person,2
3256,ar,2018,3/24/18,4283314,27952205,3/25/18,2018-03-25T13:48:48Z,2314,19,19,5,4,903,903,27952205,3/25/18 13:48,27957246,28097904,28097904,5,Person,2
3256,es,2018,3/24/18,8424478,106561677,3/28/18,2018-03-28T21:40:04Z,8040,31,30,9,8,4283,4284,106561677,3/28/18 21:40,106565899,106595333,106749141,5,Person,2
3259,en,2018,3/24/18,149472,441267,11/20/02,2002-11-20T22:15:48Z,172,75,61,30,21,1701,2019,832237454,3/24/18 18:08,832274109,832911062,837043316,5,Person,2
3259,zh,2018,3/24/18,3618293,28562847,9/7/13,2013-09-07T15:07:35Z,3094,8,8,5,4,410,410,48818041,3/25/18 5:18,48827908,48906561,48906561,5,Person,2
3259,es,2018,3/24/18,410788,3472997,6/8/06,2006-06-08T10:52:34Z,2627,22,13,12,9,577,107,106470057,3/24/18 18:02,106475454,106572103,106749124,5,Person,2
3261,en,2018,3/23/18,56921186,832060334,3/23/18,2018-03-23T16:06:09Z,5633,250,222,82,63,13941,12361,832060334,3/23/18 16:06,832119654,833219551,835394271,0,Other,5
3261,zh,2018,3/23/18,6090999,48809664,3/24/18,2018-03-24T12:40:17Z,2435,17,14,13,10,14916,14866,48809664,3/24/18 12:40,48809749,48863923,48863923,0,Other,5
3261,es,2018,3/23/18,8416962,106456099,3/23/18,2018-03-23T23:40:24Z,3853,58,13,14,9,11097,379,106456099,3/23/18 23:40,106456408,106604473,106920240,0,Other,5
3263,en,2018,3/22/18,674228,4756701,5/23/04,2004-05-23T10:25:04Z,575,103,76,33,19,4540,5548,832037116,3/23/18 13:03,832122976,832587262,833260111,5,Person,2
3263,es,2018,3/22/18,3084223,31544151,11/18/09,2009-11-18T02:25:34Z,366,5,5,5,4,768,768,106446594,3/23/18 15:48,106450255,106532681,106532681,5,Person,2
3264,en,2018,3/21/18,56900222,831605842,3/21/18,2018-03-21T11:50:34Z,2642,77,71,30,24,5833,5038,831605842,3/21/18 11:50,831712847,832645639,837051661,0,Other,5
3264,ar,2018,3/21/18,4875797,30670979,9/21/18,2018-09-21T08:51:57Z,2179,0,0,0,0,0,0,0,0,0,0,0,0,Other,5
3264,es,2018,3/21/18,8413620,106413476,3/22/18,2018-03-22T01:16:59Z,3155,5,5,2,1,3603,3603,106413476,3/22/18 1:16,106413493,106563662,106680523,0,Other,5
3265,en,2018,3/21/18,2476921,21240343,8/17/05,2005-08-17T20:46:50Z,775,77,67,51,43,3796,3789,831673529,3/21/18 18:34,831722264,832689387,836740549,5,Person,2
3265,ar,2018,3/21/18,3713998,23805702,7/11/17,2017-07-11T15:26:56Z,956,1,1,1,0,0,0,28239578,4/10/18 9:59,28239578,28239578,28239578,5,Person,2
3265,zh,2018,3/21/18,424129,2866132,11/4/06,2006-11-04T04:31:26Z,670,19,18,10,9,1023,1027,48772044,3/21/18 21:54,48772164,48828426,49086169,5,Person,2
3265,es,2018,3/21/18,145863,768982,6/13/05,2005-06-13T05:25:40Z,1474,241,165,93,47,3109,2640,106404502,3/21/18 18:25,106412022,106556890,107154663,5,Person,2
3266,en,2018,3/20/18,1136385,7220177,11/5/04,2004-11-05T23:35:29Z,320,57,48,20,14,3177,2419,831443084,3/20/18 16:54,831494812,832223432,834053019,5,Person,2
3266,ar,2018,3/20/18,3176509,19710552,5/22/16,2016-05-22T15:37:20Z,1812,2,2,1,0,-24,-24,27887133,3/21/18 12:50,27887133,27887133,28097712,5,Person,2
